 time             v(vi)            v(vo)           
 4.990000000e-08  6.897623796e-01  4.549288189e-01 
 5.190000000e-08  8.174674080e-01  8.986918668e-01 
 5.390000000e-08  3.186939805e-01  4.828408188e-01 
 5.590000000e-08  6.303019596e-01  4.053037429e-01 
 5.790000000e-08  8.546147266e-01  8.890352760e-01 
 5.990000000e-08  3.454366756e-01  5.410953460e-01 
 6.190000000e-08  5.696010911e-01  3.635654448e-01 
 6.390000000e-08  8.813380737e-01  8.676624956e-01 
 6.590000000e-08  3.825987435e-01  6.017813135e-01 
 6.790000000e-08  5.101446296e-01  3.314393602e-01 
 6.990000000e-08  8.965440109e-01  8.354586627e-01 
 7.190000000e-08  4.286616928e-01  6.623597518e-01 
 1.900000000e-09  8.562109833e-01  8.807541972e-01 
 3.900000000e-09  3.197691391e-01  5.087838761e-01 
 5.900000000e-09  6.868521816e-01  4.318266905e-01 
 7.900000000e-09  7.739081745e-01  8.986917795e-01 
 9.900000000e-09  3.002450919e-01  4.031328210e-01 
 1.190000000e-08  7.930529308e-01  5.426163522e-01 
 1.390000000e-08  6.634158257e-01  8.686143016e-01 
 1.590000000e-08  3.293114504e-01  3.298733832e-01 
 1.790000000e-08  8.679629916e-01  6.624394981e-01 
 1.990000000e-08  5.426452847e-01  7.948633444e-01 
 2.190000000e-08  4.022510402e-01  3.008818748e-01 
 2.390000000e-08  8.994379259e-01  7.721392284e-01 
 2.590000000e-08  4.311719502e-01  6.890795288e-01 
 2.790000000e-08  5.072432491e-01  3.206094875e-01 
 2.990000000e-08  8.823799360e-01  8.542516607e-01 
 3.190000000e-08  3.470611712e-01  5.684524899e-01 
 3.390000000e-08  6.272708867e-01  3.855354531e-01 
 3.590000000e-08  8.195551996e-01  8.956587109e-01 
 3.790000000e-08  3.039465923e-01  4.528990245e-01 
 3.990000000e-08  7.428768216e-01  4.849100818e-01 
 4.190000000e-08  7.211409699e-01  8.895698556e-01 
 4.390000000e-08  3.088203912e-01  3.615535841e-01 
 4.590000000e-08  8.353252883e-01  6.026014184e-01 
 4.790000000e-08  6.030937580e-01  8.366257236e-01 
 4.990000000e-08  3.608858099e-01  3.093788345e-01 
 5.190000000e-08  8.896325909e-01  7.197195344e-01 
 5.390000000e-08  4.845454219e-01  7.450035774e-01 
 5.590000000e-08  4.517108523e-01  3.046916186e-01 
 5.790000000e-08  8.969890491e-01  8.175926916e-01 
 5.990000000e-08  3.847101971e-01  6.294000669e-01 
 6.190000000e-08  5.665733127e-01  3.479420870e-01 
 6.390000000e-08  8.562114864e-01  8.806336237e-01 
 6.590000000e-08  3.197678989e-01  5.087837547e-01 
