 time            v(vop)         
 8.25000000e-07  2.91867070e-01 
 9.25000000e-07  3.92355870e-01 
 1.02500000e-06  2.93255698e-01 
 1.12500000e-06  1.93007247e-01 
 1.22500000e-06  2.91866101e-01 
 1.32500000e-06  3.92356097e-01 
 1.42500000e-06  2.93255584e-01 
 1.52500000e-06  1.93007261e-01 
 1.62500000e-06  2.91866607e-01 
 1.72500000e-06  3.92353237e-01 
 1.82500000e-06  2.93255420e-01 
 1.92500000e-06  1.93006265e-01 
 2.02500000e-06  2.91866729e-01 
 2.12500000e-06  3.92355778e-01 
 2.22500000e-06  2.93255619e-01 
 2.32500000e-06  1.93007256e-01 
 2.42500000e-06  2.91866437e-01 
 2.52500000e-06  3.92354430e-01 
 2.62500000e-06  2.93255516e-01 
 2.72500000e-06  1.93007317e-01 
 2.82500000e-06  2.91864851e-01 
 2.92500000e-06  3.92355848e-01 
 3.02500000e-06  2.93253924e-01 
 3.12500000e-06  1.93007242e-01 
 3.22500000e-06  2.91866721e-01 
 3.32500000e-06  3.92355107e-01 
 3.42500000e-06  2.93254661e-01 
 3.50000000e-06  1.96642488e-01 
 1.25000000e-07  3.90628177e-01 
 2.25000000e-07  2.55095665e-01 
 3.25000000e-07  2.09421219e-01 
 4.25000000e-07  3.62443528e-01 
 5.25000000e-07  3.48715619e-01 
 6.25000000e-07  2.00814731e-01 
 7.25000000e-07  2.72392948e-01 
 8.25000000e-07  3.92353969e-01 
 9.25000000e-07  2.73853975e-01 
 1.02500000e-06  2.00343681e-01 
 1.12500000e-06  3.47228599e-01 
 1.22500000e-06  3.63755604e-01 
 1.32500000e-06  2.10121428e-01 
 1.42500000e-06  2.53781704e-01 
 1.52500000e-06  3.90240601e-01 
 1.62500000e-06  2.93343075e-01 
 1.72500000e-06  1.94800499e-01 
 1.82500000e-06  3.29929197e-01 
 1.92500000e-06  3.76050733e-01 
 2.02500000e-06  2.22606464e-01 
 2.12500000e-06  2.36661405e-01 
 2.22500000e-06  3.84374383e-01 
 2.32500000e-06  3.12813763e-01 
 2.42500000e-06  1.93007706e-01 
 2.52500000e-06  3.11204325e-01 
 2.62500000e-06  3.85124374e-01 
 2.72500000e-06  2.37793008e-01 
 2.82500000e-06  2.21683920e-01 
 2.92500000e-06  3.74987595e-01 
 3.02500000e-06  3.31512936e-01 
 3.12500000e-06  1.95036676e-01 
 3.22500000e-06  2.91779084e-01 
 3.32500000e-06  3.90628761e-01 
 3.42500000e-06  2.55095927e-01 
 3.50000000e-06  2.13048394e-01 
 1.25000000e-07  3.85164217e-01 
 2.25000000e-07  2.22659243e-01 
 3.25000000e-07  2.53710888e-01 
 4.25000000e-07  3.92353305e-01 
 5.25000000e-07  2.55168196e-01 
 6.25000000e-07  2.21632962e-01 
 7.25000000e-07  3.84332009e-01 
 8.25000000e-07  2.93430058e-01 
 9.25000000e-07  2.00318006e-01 
 1.02500000e-06  3.62370564e-01 
 1.12500000e-06  3.31600803e-01 
 1.22500000e-06  1.93008004e-01 
 1.32500000e-06  3.29841193e-01 
 1.42500000e-06  3.63828113e-01 
 1.52500000e-06  2.00840809e-01 
 1.62500000e-06  2.91693956e-01 
 1.72500000e-06  3.85164869e-01 
 1.82500000e-06  2.22657542e-01 
 1.92500000e-06  2.53710916e-01 
 2.02500000e-06  3.92352089e-01 
 2.12500000e-06  2.55169487e-01 
 2.22500000e-06  2.21633252e-01 
 2.32500000e-06  3.84331650e-01 
 2.42500000e-06  2.93430120e-01 
 2.52500000e-06  2.00318008e-01 
 2.62500000e-06  3.62370136e-01 
 2.72500000e-06  3.31599791e-01 
 2.82500000e-06  1.93008221e-01 
 2.92500000e-06  3.29841294e-01 
 3.02500000e-06  3.63828365e-01 
 3.12500000e-06  2.00840233e-01 
 3.22500000e-06  2.91693298e-01 
 3.32500000e-06  3.85165974e-01 
 3.42500000e-06  2.22659215e-01 
 3.50000000e-06  2.57321676e-01 
 1.25000000e-07  3.76166949e-01 
 2.25000000e-07  2.00868110e-01 
 3.25000000e-07  3.11028841e-01 
 4.25000000e-07  3.63900188e-01 
 5.25000000e-07  1.95064264e-01 
 6.25000000e-07  3.29751993e-01 
 7.25000000e-07  3.48876769e-01 
 8.25000000e-07  1.93008909e-01 
 9.25000000e-07  3.47063708e-01 
 1.02500000e-06  3.31687685e-01 
