 time            v(vop)         
 3.35000000e-08  1.01190395e-01 
 3.55000000e-08  4.87415540e-01 
 3.75000000e-08  1.23184070e-01 
 3.95000000e-08  4.51384435e-01 
 4.15000000e-08  1.71899754e-01 
 4.35000000e-08  3.92122749e-01 
 4.55000000e-08  2.39819777e-01 
 4.75000000e-08  3.18596959e-01 
 4.95000000e-08  3.17197926e-01 
 5.15000000e-08  2.41872586e-01 
 5.35000000e-08  3.91076717e-01 
 5.55000000e-08  1.73707220e-01 
 5.75000000e-08  4.50786009e-01 
 5.95000000e-08  1.24560879e-01 
 6.15000000e-08  4.87247409e-01 
 6.35000000e-08  1.01529334e-01 
 6.55000000e-08  4.94862172e-01 
 6.75000000e-08  1.08458682e-01 
 6.95000000e-08  4.72618585e-01 
 7.15000000e-08  1.44472301e-01 
 7.35000000e-08  4.24157809e-01 
