 time            v(vop)         
 4.95000000e-08  1.14106694e-01 
 5.15000000e-08  2.45547399e-01 
 5.35000000e-08  4.81458537e-01 
 5.55000000e-08  1.69173119e-01 
 5.75000000e-08  1.74689137e-01 
 5.95000000e-08  4.75309167e-01 
 6.15000000e-08  2.43151585e-01 
 6.35000000e-08  1.19163329e-01 
 6.55000000e-08  4.43204454e-01 
 6.75000000e-08  3.25033952e-01 
 6.95000000e-08  8.77540101e-02 
 7.15000000e-08  3.89748434e-01 
 3.50000000e-09  2.63358529e-01 
 5.50000000e-09  1.31377166e-01 
 7.50000000e-09  4.68805145e-01 
 9.50000000e-09  2.23297766e-01 
 1.15000000e-08  1.59286453e-01 
 1.35000000e-08  4.78876391e-01 
 1.55000000e-08  1.86049562e-01 
 1.75000000e-08  1.91642556e-01 
 1.95000000e-08  4.82264924e-01 
 2.15000000e-08  1.53006596e-01 
 2.35000000e-08  2.27167213e-01 
 2.55000000e-08  4.78302432e-01 
 2.75000000e-08  1.25366264e-01 
 2.95000000e-08  2.64488753e-01 
 3.15000000e-08  4.66363060e-01 
 3.35000000e-08  1.04107381e-01 
 3.55000000e-08  3.02183762e-01 
 3.75000000e-08  4.46214677e-01 
 3.95000000e-08  8.99557332e-02 
 4.15000000e-08  3.38867253e-01 
 4.35000000e-08  4.18364887e-01 
 4.55000000e-08  8.33586765e-02 
 4.75000000e-08  3.73262268e-01 
 4.95000000e-08  3.84176403e-01 
 5.15000000e-08  8.44753386e-02 
 5.35000000e-08  4.04255637e-01 
 5.55000000e-08  3.45599970e-01 
 5.75000000e-08  9.31715521e-02 
 5.95000000e-08  4.30951504e-01 
 6.15000000e-08  3.04694128e-01 
 6.35000000e-08  1.09032983e-01 
 6.55000000e-08  4.52654271e-01 
 6.75000000e-08  2.63358449e-01 
 6.95000000e-08  1.31377222e-01 
 7.15000000e-08  4.68804811e-01 
 3.50000000e-09  2.04040514e-01 
 5.50000000e-09  2.09336322e-01 
 7.50000000e-09  4.73419194e-01 
 9.50000000e-09  9.59634102e-02 
 1.15000000e-08  3.56098186e-01 
 1.35000000e-08  3.65791868e-01 
 1.55000000e-08  1.00471771e-01 
 1.75000000e-08  4.60700103e-01 
 1.95000000e-08  2.04040399e-01 
 2.15000000e-08  2.09334768e-01 
 2.35000000e-08  4.73420416e-01 
 2.55000000e-08  9.59632938e-02 
 2.75000000e-08  3.56098845e-01 
 2.95000000e-08  3.65790288e-01 
 3.15000000e-08  1.00471660e-01 
 3.35000000e-08  4.60699766e-01 
 3.55000000e-08  2.04040196e-01 
 3.75000000e-08  2.09334800e-01 
 3.95000000e-08  4.73420024e-01 
 4.15000000e-08  9.59635784e-02 
 4.35000000e-08  3.56098735e-01 
 4.55000000e-08  3.65790812e-01 
 4.75000000e-08  1.00472065e-01 
 4.95000000e-08  4.60700226e-01 
 5.15000000e-08  2.04040538e-01 
 5.35000000e-08  2.09335851e-01 
 5.55000000e-08  4.73419063e-01 
 5.75000000e-08  9.59636920e-02 
 5.95000000e-08  3.56098284e-01 
 6.15000000e-08  3.65791362e-01 
 6.35000000e-08  1.00471686e-01 
 6.55000000e-08  4.60699780e-01 
 6.75000000e-08  2.04040453e-01 
 6.95000000e-08  2.09334860e-01 
 7.15000000e-08  4.73419838e-01 
 3.50000000e-09  1.52498462e-01 
 5.50000000e-09  3.02055956e-01 
 7.50000000e-09  3.85287103e-01 
 9.50000000e-09  1.09558686e-01 
 1.15000000e-08  4.77636594e-01 
 1.35000000e-08  1.24892954e-01 
 1.55000000e-08  3.38399343e-01 
 1.75000000e-08  3.46392149e-01 
 1.95000000e-08  1.31987908e-01 
 2.15000000e-08  4.81450022e-01 
 2.35000000e-08  1.03743805e-01 
 2.55000000e-08  3.72440824e-01 
 2.75000000e-08  3.05073706e-01 
 2.95000000e-08  1.59908480e-01 
 3.15000000e-08  4.78060231e-01 
 3.35000000e-08  8.97570164e-02 
 3.55000000e-08  4.03112378e-01 
 3.75000000e-08  2.63360966e-01 
 3.95000000e-08  1.92194282e-01 
 4.15000000e-08  4.66753705e-01 
 4.35000000e-08  8.33563379e-02 
 4.55000000e-08  4.29562463e-01 
 4.75000000e-08  2.23017499e-01 
 4.95000000e-08  2.27568655e-01 
 5.15000000e-08  4.47128784e-01 
 5.35000000e-08  8.46742250e-02 
 5.55000000e-08  4.51144069e-01 
 5.75000000e-08  1.85601763e-01 
 5.95000000e-08  2.64657278e-01 
 6.15000000e-08  4.19539316e-01 
 6.35000000e-08  9.35545725e-02 
 6.55000000e-08  4.67336335e-01 
 6.75000000e-08  1.52498503e-01 
 6.95000000e-08  3.02054791e-01 
 7.15000000e-08  3.85287112e-01 
 3.50000000e-09  1.13252451e-01 
 5.50000000e-09  3.87770241e-01 
 7.50000000e-09  2.42846672e-01 
 9.50000000e-09  2.46135832e-01 
 1.15000000e-08  4.03699336e-01 
 1.35000000e-08  1.20315902e-01 
 1.55000000e-08  4.80381969e-01 
 1.75000000e-08  8.55482220e-02 
 1.95000000e-08  4.40270659e-01 
 2.15000000e-08  1.68192765e-01 
 2.35000000e-08  3.20297591e-01 
 2.55000000e-08  3.26205759e-01 
 2.75000000e-08  1.75884133e-01 
 2.95000000e-08  4.58253212e-01 
 3.15000000e-08  8.83429313e-02 
 3.35000000e-08  4.72555173e-01 
 3.55000000e-08  1.13252488e-01 
 3.75000000e-08  3.87770240e-01 
 3.95000000e-08  2.42846725e-01 
 4.15000000e-08  2.46135912e-01 
 4.35000000e-08  4.03698517e-01 
 4.55000000e-08  1.20315575e-01 
 4.75000000e-08  4.80381959e-01 
 4.95000000e-08  8.55479830e-02 
 5.15000000e-08  4.40270468e-01 
 5.35000000e-08  1.68192879e-01 
 5.55000000e-08  3.20298075e-01 
 5.75000000e-08  3.26205756e-01 
 5.95000000e-08  1.75884120e-01 
 6.15000000e-08  4.58253223e-01 
 6.35000000e-08  8.83429132e-02 
 6.55000000e-08  4.72555829e-01 
 6.75000000e-08  1.13252450e-01 
 6.95000000e-08  3.87770241e-01 
 7.15000000e-08  2.42846668e-01 
 3.50000000e-09  8.95751637e-02 
 5.50000000e-09  4.49646558e-01 
 7.50000000e-09  1.24432435e-01 
 9.50000000e-09  4.01995340e-01 
 1.15000000e-08  1.85169174e-01 
 1.35000000e-08  3.37945601e-01 
 1.55000000e-08  2.63385462e-01 
 1.75000000e-08  2.64833615e-01 
 1.95000000e-08  3.47202506e-01 
 2.15000000e-08  1.92752654e-01 
 2.35000000e-08  4.20620326e-01 
 2.55000000e-08  1.32607020e-01 
 2.75000000e-08  4.66963674e-01 
 2.95000000e-08  9.39510630e-02 
 3.15000000e-08  4.80527827e-01 
 3.35000000e-08  8.33699617e-02 
 3.55000000e-08  4.65853438e-01 
 3.75000000e-08  1.03395584e-01 
 3.95000000e-08  4.28199214e-01 
 4.15000000e-08  1.52003775e-01 
